Title,Gender,Ethnicity,Annual Salary,Years of Employment
Police Officer,M,White,58680.96,2
Police Corporal/Detective,M,White,90700.48,14
Police Corporal/Detective,M,White,97048.64,16
Police Officer,M,Hispanic or Latino,95270.24,37
Police Officer,M,White,58680.96,2
Police Officer,M,White,83210.4,12
Police Corporal/Detective,M,White,90700.48,14
Police Officer,M,White,65850.72,2
Administrative Specialist,F,White,51542.4,5
Police Officer,M,Asian,72681.44,4
Police Officer,M,White,77767.04,9
Police Officer,M,White,65850.72,3
Police Corporal/Detective,M,White,103844.0,18
Police Officer,M,White,77767.04,8
Police Officer,M,Black or African American,77767.04,9
Police Officer,M,White,58680.96,2
Police Officer,M,Hispanic or Latino,83210.4,16
Police Officer,M,White,95270.24,18
Police Officer,M,White,72681.44,6
Police Officer,M,White,72681.44,6
Police Officer,M,White,77767.04,10
Police Officer,M,White,72681.44,5
Police Officer,M,White,83210.4,15
Police Corporal/Detective,M,White,84766.24,10
Police Officer,M,White,89034.4,16
Police Officer,M,White,72681.44,4
Police Corporal/Detective,M,White,103844.0,20
Police Officer,M,Hispanic or Latino,83210.4,12
Police Officer,F,Hispanic or Latino,83210.4,13
Police Officer,M,Hispanic or Latino,77767.04,20
Police Officer,M,White,72681.44,5
Police Officer,M,Hispanic or Latino,72681.44,6
Police Officer,M,Hispanic or Latino,95270.24,22
Police Officer,M,Hispanic or Latino,83210.4,12
Police Corporal/Detective,M,Hispanic or Latino,103844.0,26
Police Officer,M,Hispanic or Latino,72681.44,5
Police Officer,M,White,95270.24,21
Police Officer,M,White,65850.72,2
Police Officer,M,Black or African American,72681.44,5
Police Officer,M,White,72681.44,5
Police Officer,M,White,72681.44,4
Police Officer,M,White,95270.24,18
Police Officer,M,White,58680.96,2
Police Corporal/Detective,M,White,103844.0,21
Police Officer,M,White,77767.04,10
Police Officer,M,White,72681.44,8
Police Corporal/Detective,M,White,103844.0,24
Police Corporal/Detective,F,White,90700.48,13
Police Officer,M,White,72681.44,7
Police Officer,M,White,72681.44,4
Police Corporal/Detective,M,White,84766.24,11
Police Officer,M,White,83210.4,13
Police Officer,M,White,89034.4,17
Police Officer,M,White,95270.24,20
Police Corporal/Detective,M,White,90700.48,15
Police Corporal/Detective,M,White,103844.0,25
Police Officer,M,White,95270.24,18
Police Corporal/Detective,M,Black or African American,103844.0,18
Police Officer,M,White,72681.44,7
Police Officer,M,White,77767.04,11
Administrative Specialist,F,Black or African American,48235.2,6
Police Officer,M,White,77767.04,11
Administrative Specialist,F,White,51542.4,11
Police Officer,M,White,72681.44,6
Police Corporal/Detective,M,White,97048.64,16
Police Officer,M,White,72681.44,7
Police Officer,F,Asian,77767.04,11
Police Officer,M,White,77767.04,8
Administrative Specialist,F,Hispanic or Latino,51542.4,20
Police Corporal/Detective,M,White,103844.0,20
Police Officer,M,White,72681.44,6
Police Officer,F,White,58680.96,2
Police Corporal/Detective,M,Black or African American,90700.48,13
Police Officer,M,White,89034.4,17
Police Officer,F,White,77767.04,8
Police Officer,M,Hispanic or Latino,83210.4,13
Police Officer,M,Hispanic or Latino,72681.44,7
Police Corporal/Detective,M,White,103844.0,20
Police Corporal/Detective,M,Asian,103844.0,23
Police Officer,M,Black or African American,58680.96,2
Police Officer,F,Hispanic or Latino,58680.96,2
Police Officer,F,Hispanic or Latino,58680.96,2
Police Officer,M,White,58680.96,2
Police Officer,M,White,72681.44,7
Police Officer,M,White,72681.44,5
Police Officer,F,White,83210.4,12
Police Officer,M,White,77767.04,11
Police Officer,F,White,95270.24,23
Police Officer,M,White,95270.24,18
Police Officer,M,White,58680.96,2
Police Officer,M,Asian,58680.96,2
Police Officer,M,White,72681.44,6
Police Officer,F,White,83210.4,12
Police Corporal/Detective,M,Black or African American,90700.48,15
Police Corporal/Detective,M,White,103844.0,18
Police Officer,M,White,83210.4,15
Police Officer,M,White,58680.96,2
Police Corporal/Detective,M,White,90700.48,15
Police Corporal/Detective,M,Hispanic or Latino,103844.0,21
Police Officer,F,White,72681.44,5
Police Officer,M,White,58680.96,2
Police Officer,M,Hispanic or Latino,89034.4,17
Police Officer,M,White,77767.04,10
Police Officer,M,White,58680.96,2
Police Officer,M,Black or African American,72681.44,7
Police Officer,M,White,72681.44,5
Police Officer,F,White,72681.44,5
Police Corporal/Detective,M,Hispanic or Latino,90700.48,12
Police Corporal/Detective,M,Hispanic or Latino,103844.0,20
Police Officer,M,Hispanic or Latino,65850.72,2
Police Officer,M,Hispanic or Latino,95270.24,20
Police Officer,M,White,77767.04,9
Administrative Specialist,F,White,51542.4,17
Police Officer,M,White,72681.44,6
Police Officer,M,Asian,72681.44,7
Police Officer,M,White,65850.72,3
Police Officer,M,White,72681.44,7
Police Officer,M,White,72681.44,7
Police Officer,M,Asian,65850.72,3
Police Officer,M,White,83210.4,15
Police Officer,F,White,72681.44,6
Police Corporal/Detective,M,Hispanic or Latino,90700.48,14
Police Officer,M,White,65850.72,3
Police Corporal/Detective,F,White,90700.48,12
Police Corporal/Detective,M,White,90700.48,14
Police Officer,M,White,83210.4,13
Police Officer,M,White,65850.72,3
Police Officer,M,White,65850.72,3
Police Officer,M,White,72681.44,8
Police Officer,M,White,83210.4,13
Police Corporal/Detective,M,White,103844.0,18
Police Officer,M,White,72681.44,5
Police Officer,F,White,77767.04,3
Police Officer,M,White,72681.44,6
Administrative Specialist,F,Hispanic or Latino,42640.0,8
Police Officer,M,Hispanic or Latino,72681.44,5
Police Officer,M,Hispanic or Latino,83210.4,15
Police Officer,M,Hispanic or Latino,77767.04,10
Police Officer,F,Hispanic or Latino,77767.04,10
Police Officer,M,White,58680.96,2
Police Officer,M,White,72681.44,6
Police Officer,M,White,95270.24,21
Police Officer,M,White,83210.4,13
Police Officer,M,White,65850.72,3
Police Officer,M,Hispanic or Latino,58680.96,2
Administrative Specialist,F,Hispanic or Latino,51542.4,15
Police Officer,F,White,72681.44,6
Police Officer,M,Hispanic or Latino,83210.4,14
Police Corporal/Detective,M,Hispanic or Latino,97048.64,16
Police Officer,M,Hispanic or Latino,77767.04,8
Police Corporal/Detective,M,Hispanic or Latino,90700.48,15
Police Officer,M,Hispanic or Latino,72681.44,6
Police Officer,F,Hispanic or Latino,65850.72,3
Police Officer,M,Hispanic or Latino,77767.04,8
Police Officer,M,White,72681.44,5
Police Officer,M,Hispanic or Latino,95270.24,18
Police Officer,M,White,77767.04,11
Police Corporal/Detective,M,White,90700.48,14
Police Officer,M,White,77767.04,10
Police Officer,F,Hispanic or Latino,72681.44,7
Police Officer,M,Hispanic or Latino,83210.4,13
Police Officer,M,White,95270.24,18
Police Officer,M,White,72681.44,6
Police Officer,F,White,83210.4,13
Police Officer,M,White,72681.44,8
Police Officer,M,White,58680.96,2
Police Officer,M,White,89034.4,17
Police Officer,M,Asian,95270.24,20
Police Officer,F,White,83210.4,13
"MuniProg, Paraprofessional",M,White,47840.0,8
Police Officer,M,White,95270.24,22
Police Officer,M,White,77767.04,11
Police Officer,M,White,65850.72,3
Police Officer,M,White,89034.4,17
Police Officer,M,White,83210.4,12
Police Corporal/Detective,M,White,103844.0,22
Police Officer,M,White,83210.4,13
Administrative Specialist,F,White,51542.4,20
Police Officer,M,White,72681.44,5
Police Officer,M,White,72681.44,7
Police Officer,M,White,72681.44,7
Administrative Specialist,F,White,53851.2,21
Police Officer,M,Black or African American,72681.44,5
Police Officer,M,White,65850.72,2
Police Officer,M,Black or African American,72681.44,4
Police Officer,M,Black or African American,65850.72,2
Police Officer,M,Black or African American,95270.24,28
Police Corporal/Detective,M,Hispanic or Latino,97048.64,16
Police Officer,M,White,77767.04,11
Police Corporal/Detective,M,White,103844.0,22
Police Officer,F,White,72681.44,6
Police Corporal/Detective,M,White,103844.0,23
Police Officer,M,White,72681.44,7
Police Corporal/Detective,F,White,103844.0,18
Police Officer,M,White,72681.44,7
Police Officer,M,White,77767.04,18
Police Corporal/Detective,M,White,90700.48,13
Police Corporal/Detective,M,Black or African American,90700.48,12
Police Officer,M,Black or African American,58680.96,2
Police Officer,M,White,72681.44,7
Police Officer,M,White,72681.44,8
Police Officer,M,White,72681.44,6
Police Corporal/Detective,F,White,103844.0,28
Police Officer,M,White,58680.96,2
Police Officer,M,Black or African American,83210.4,13
Police Officer,M,White,83210.4,14
Police Corporal/Detective,M,White,84766.24,11
Police Corporal/Detective,M,White,103844.0,23
Police Officer,M,White,83210.4,12
Police Officer,F,Hispanic or Latino,83210.4,12
Police Corporal/Detective,M,White,84766.24,10
Police Officer,F,White,83210.4,12
Police Corporal/Detective,M,White,97048.64,16
Police Officer,M,White,77767.04,10
Police Officer,M,White,77767.04,10
Police Officer,M,Black or African American,72681.44,7
Police Corporal/Detective,M,White,103844.0,25
Police Officer,F,Black or African American,95270.24,21
Police Corporal/Detective,M,Black or African American,90700.48,13
Police Officer,F,White,77767.04,10
Police Officer,M,White,83210.4,12
Police Corporal/Detective,M,Black or African American,103844.0,26
Police Corporal/Detective,M,Black or African American,97048.64,17
Police Corporal/Detective,M,Black or African American,90700.48,14
Police Officer,F,White,89034.4,16
Police Officer,M,White,72681.44,8
Police Officer,F,Hispanic or Latino,83210.4,12
Police Officer,M,White,65850.72,3
Police Officer,M,White,77767.04,9
Police Officer,M,White,72681.44,7
Police Corporal/Detective,M,White,103844.0,20
Police Officer,M,White,72681.44,7
Police Officer,M,White,72681.44,7
Police Corporal/Detective,M,Asian,90700.48,13
Police Corporal/Detective,M,White,90700.48,12
Police Officer,M,White,65850.72,3
Police Officer,M,White,83210.4,13
Police Corporal/Detective,M,White,103844.0,20
Police Officer,M,Black or African American,83210.4,14
Police Officer,M,White,83210.4,14
Police Corporal/Detective,M,Black or African American,103844.0,22
Police Officer,M,White,83210.4,15
Police Officer,M,Black or African American,72681.44,8
Police Officer,M,White,77767.04,8
Police Corporal/Detective,M,Black or African American,103844.0,22
Administrative Specialist,F,Black or African American,49920.0,4
Police Officer,M,White,72681.44,8
Police Officer,M,Asian,65850.72,3
Police Officer,M,White,77767.04,11
Police Officer,M,White,72681.44,7
Police Officer,M,Asian,77767.04,10
Police Officer,M,White,65850.72,3
Police Officer,M,Hispanic or Latino,89034.4,17
Police Officer,M,Hispanic or Latino,72681.44,7
Police Corporal/Detective,M,Hispanic or Latino,90700.48,14
Police Officer,F,Hispanic or Latino,95270.24,20
Police Officer,M,White,58680.96,2
Police Officer,M,Hispanic or Latino,95270.24,27
Police Officer,M,Hispanic or Latino,77767.04,11
Police Officer,M,Hispanic or Latino,95270.24,25
Police Officer,M,Hispanic or Latino,72681.44,3
Police Corporal/Detective,M,White,90700.48,14
Police Officer,M,White,77767.04,11
Police Officer,M,White,83210.4,12
Police Officer,M,White,58680.96,2
Police Officer,M,White,72681.44,5
Police Officer,M,Hispanic or Latino,72681.44,4
"MuniProg, Paraprofessional",M,Hispanic or Latino,31200.0,1
"MuniProg, Paraprofessional",F,Hispanic or Latino,29120.0,3
"MuniProg, Paraprofessional",F,Hispanic or Latino,28787.2,3
"MuniProg, Paraprofessional",M,White,29120.0,2
"MuniProg, Paraprofessional",F,White,41600.0,3
"MuniProg, Paraprofessional",M,White,29120.0,2
"MuniProg, Paraprofessional",F,White,29120.0,2
"MuniProg, Paraprofessional",F,White,29120.0,3
"MuniProg, Paraprofessional",M,White,28787.2,1
"MuniProg, Paraprofessional",F,White,29120.0,1
"MuniProg, Paraprofessional",F,Hispanic or Latino,29120.0,3
"MuniProg, Paraprofessional",F,White,38480.0,2
"MuniProg, Paraprofessional",F,White,28787.2,1
"MuniProg, Paraprofessional",F,Hispanic or Latino,29120.0,3
"MuniProg, Paraprofessional",F,White,29120.0,1
"MuniProg, Paraprofessional",F,White,53060.8,1
"MuniProg, Paraprofessional",F,Hispanic or Latino,35880.0,1
"MuniProg, Paraprofessional",F,Black or African American,35360.0,4
"MuniProg, Paraprofessional",F,Hispanic or Latino,37440.0,3
"MuniProg, Paraprofessional",M,Hispanic or Latino,25908.48,1
"MuniProg, Paraprofessional",M,Black or African American,28787.2,2
"MuniProg, Paraprofessional",F,White,59987.2,2
"MuniProg, Paraprofessional",M,White,33675.2,5
"MuniProg, Paraprofessional",F,Hispanic or Latino,34320.0,1
"MuniProg, Paraprofessional",F,Black or African American,28787.2,1
"MuniProg, Paraprofessional",F,White,34320.0,1
Administrative Specialist,F,White,45156.8,14
"MuniProg, Paraprofessional",F,Hispanic or Latino,39520.0,5
"MuniProg, Paraprofessional",F,Hispanic or Latino,34320.0,1
"MuniProg, Paraprofessional",F,Black or African American,28787.2,2
"MuniProg, Paraprofessional",F,Hispanic or Latino,37148.8,2
"MuniProg, Paraprofessional",M,Black or African American,28787.2,2
"MuniProg, Paraprofessional",F,Black or African American,48297.6,1
"MuniProg, Paraprofessional",M,Black or African American,25908.48,1
Administrative Specialist,M,White,41579.2,2
Administrative Specialist,F,Hispanic or Latino,51542.4,5
"MuniProg, Paraprofessional",F,White,78000.0,2
"MuniProg, Paraprofessional",F,Hispanic or Latino,32240.0,1
"MuniProg, Paraprofessional",M,Black or African American,45760.0,3
"MuniProg, Paraprofessional",M,White,35360.0,3
"MuniProg, Paraprofessional",M,Black or African American,25908.48,1
"MuniProg, Paraprofessional",F,White,34320.0,2
Administrative Specialist,F,White,51542.4,3
"MuniProg, Paraprofessional",F,Hispanic or Latino,41600.0,2
"MuniProg, Paraprofessional",F,Hispanic or Latino,31200.0,2
Administrative Specialist,F,Asian,45510.4,2
"MuniProg, Paraprofessional",F,White,34320.0,1
"MuniProg, Paraprofessional",F,Black or African American,44324.8,1
"MuniProg, Paraprofessional",M,White,31200.0,2
"MuniProg, Paraprofessional",F,White,44324.8,1
Administrative Specialist,F,White,51542.4,7
Administrative Specialist,F,Hispanic or Latino,57803.2,10
Administrative Specialist,F,White,51542.4,6
Administrative Specialist,F,Hispanic or Latino,65686.4,28
Administrative Specialist,M,Black or African American,51542.4,17
Administrative Specialist,F,Hispanic or Latino,59300.8,16
Administrative Specialist,F,Hispanic or Latino,51542.4,12
Administrative Specialist,F,White,51542.4,34
Administrative Specialist,F,Hispanic or Latino,41579.2,3
Administrative Specialist,F,Hispanic or Latino,51542.4,9
Administrative Specialist,F,White,51542.4,9
Administrative Specialist,F,Black or African American,53851.2,23
